N S BAAZAR
Phone No: 7002445877


Stock Summary Report
Dated: 09/11/2018 - 15/04/2027
Total Stock Value: 3528266679.44
Total Stock Quantity: 40230384.78569999 PCS


Name,Batch No.,Item Code,Purchase Price,Selling Price,Stock Quantity,Stock Value,Item Category Name,MRP,SALES PRICE WITH TAX
SUGAR FREE 50GM,,8901120143733,286.0,302.0,0.0 PCS,0.0,"",320.0,""
SUGAR FREE 5GM,,https://qr.page/g/2Lk7EjEn,35.71,40.0,10.0 PCS,357.1,"",40.0,""
SUGAR FREE CREAM CRACKER 300 GM,,8901928202755,38.27,44.0,21.0 PCS,843.85,"",45.0,""
SUGAR FREE GOLD 100GM,,8901120143917,131.85,159.0,7.0 PCS,922.95,"",165.0,""
SUGAR FREE MARIE 300 GM,,8901928683004,42.52,48.0,42.0 PCS,1875.13,"",50.0,""
SUGAR LITE POUCH 500GM,,8901548311899,107.0,115.0,0.0 PCS,0.0,"",120.0,""
SUGAR LOOSE 1 KG,,"",45.2,48.0,9594.78 PCS,433684.06,"",55.0,""
SUGAR LOOSE 1 KG,,No.5252,46.0,48.0,-2.0 PCS,-92.0,"",50.0,""
SUGAR LOOSE 500 GM,,No.4242,23.0,24.0,0.0 PCS,0.0,"",25.0,""
SUJI LOOSE 1 KG,,"",40.0,45.0,-3.555 PCS,-142.2,"",50.0,""
SULATAN DATES 500 GM,,8906140203870,135.0,160.0,-1.0 PCS,-135.0,"",329.0,""
SUN CHHOTI ELAICHI 2 GM,,8901781000703,7.62,10.0,8.0 PCS,60.96,"",10.0,""
SUNDROP 5 MIN YUM PASTA 85 GM,,8901512927507,26.79,30.0,0.0 PCS,0.0,"",30.0,""
SUNDROP ACT2 POPCORN 35 GM,,8901512540102,7.97,10.0,0.0 PCS,0.0,"",10.0,""
SUNDROP DUO COCONUT 22.5 GM,,8901512917102,8.92,10.0,26.0 PCS,231.92,"",10.0,""
SUNDROP DUO MOMENTS 146 GM,,8901512941602,44.64,70.0,4.0 PCS,178.56,"",100.0,""
SUNDROP NTFY 45,,8901512915504,21.0,25.0,21.0 PCS,441.0,"",25.0,""
SUNDROP NUTRIFY 250 GM,,8901512915603,100.0,120.0,2.0 PCS,200.0,"",129.0,""
SUNDROP PEANUT BUTTER 200 GM,,8901512141705,66.96,70.0,0.0 PCS,0.0,"",75.0,""
SUNDROP PEANUT BUTTER 462 GM,,8901512881106,133.93,140.0,0.0 PCS,0.0,"",150.0,""
SUNDROP PEANUT BUTTER. 100 GM,,8901512141309,35.71,38.0,1.0 PCS,35.71,"",40.0,""
SUNDROP REFINE SUNFLOWER OIL 850 GM,,8901512102904,200.0,210.0,0.0 PCS,0.0,"",225.0,""
SUNDROP SWEET CORN 150 GM,,8901512912107,27.0,32.0,26.0 PCS,702.0,"",32.0,""
SUNDROP SWEET CORN 153.1 GM,,8901512920706,28.57,32.0,0.0 PCS,0.0,"",32.0,""
SUNFEAST CAKES SLICE 30 GM,,8909081003158,8.0,10.0,0.0 PCS,0.0,"",10.0,""
SUNFEAST CAKES SLICE 30 GM,,8909081003141,8.0,10.0,2.0 PCS,16.0,"",10.0,""
SUNFEAST CHEESE WOOZERS 128 GM,,8909081003394,33.33,40.0,8.0 PCS,266.64,"",44.0,""
SUNFEAST MARIE LIGHT 243 GM,,8909081005855,40.65,45.0,1.0 PCS,40.65,"",45.0,""
SUNFEAST MARIE LIGHT 260 GM,,8909081009419,28.06,32.0,-23.0 PCS,-645.38,"",33.0,""
SUNFEAST MOMS MAGIC 190 GM,,8909081010453,32.0,34.0,0.0 PCS,0.0,"",35.0,""
SUNFEST D I T V 1 N,,8909081008955,55.0,60.0,0.0 PCS,0.0,"",65.0,""
SUNFLOWER MATCH STICK 10 PCS,,"",16.0,20.0,6.0 PCS,96.0,"",25.0,""
SUNFROP CHEESE BALL 43 GM,,8901512563804,17.86,20.0,6.0 PCS,107.16,"",20.0,""
SUNLIGHT CL TECH 500 GM,,8901030959257,40.4,48.0,20.0 PCS,808.0,"",52.0,""
SUNNY 3IN-1 PEN 30/-,,"",23.5,30.0,9.0 PCS,211.5,"",30.0,""
SUNNY 4 COLOURS PEN 30/-,,"",23.5,30.0,10.0 PCS,235.0,"",30.0,""
SUNRISE CHANA MASALA 50 GM,,8901781000581,34.29,42.0,21.0 PCS,720.09,"",45.0,""
SUNRISE CHIKEN CURRY MASALA 7 GM,,8901781000086,3.81,5.0,30.0 PCS,114.3,"",5.0,""
SUNRISE CORIANDAR GROUNG 50 GM,,8901781000376,12.86,17.0,83.0 PCS,1067.38,"",20.0,""
SUNRISE CORIANDER POWDER 100 GM,,8901781000321,24.76,32.0,87.0 PCS,2261.83,"",38.0,""
SUNRISE CUMIN JEERA POWDER 100 GM,,8901781000314,47.62,63.85,341.0 PCS,17050.34,"",76.0,""
SUNRISE CUMIN JEERA POWDER 500 GM,,8901781002189,233.34,299.0,45.0 PCS,11025.32,"",370.0,""
SUNRISE GARAM 7GM,,8901781000109,3.49,5.0,192.0 PCS,703.58,"",5.0,""
SUNRISE GARAM MASALA 15 GM,,8901781001168,7.14,10.0,41.0 PCS,292.74,"",10.0,""
SUNRISE HALDI PAWDER 15GM,,8901781001588,7.14,10.0,63.0 PCS,449.82,"",10.0,""
SUNRISE JEERA POWDER 15GM,,8901781001557,7.14,10.0,142.0 PCS,1013.88,"",10.0,""
SUNRISE KALIMIRCH 5 GM,,8901781002004,7.62,10.0,99.0 PCS,754.38,"",10.0,""
SUNRISE KITCHEN KING,,8901781000673,37.24,45.0,30.0 PCS,1117.2,"",49.0,""
SUNRISE LAUNG,,8901781000765,7.62,10.0,132.0 PCS,1005.84,"",10.0,""
SUNRISE MEAT MASALA 50G 50 GM,,8901781000680,37.33,44.0,7.0 PCS,261.31,"",49.0,""
SUNRISE MEAT MSALA 15 GM,,8901781001120,7.14,10.0,69.0 PCS,492.66,"",10.0,""
SUNRISE MET 7GM,,8901781000390,3.49,5.0,130.0 PCS,476.39,"",5.0,""
SUNRISE MEWARAMS PAPAD 200 GM,,8901781000819,40.0,49.0,11.0 PCS,440.0,"",60.0,""
SUNRISE MEWARAMS PAPAD 500 GM,,8901781003049,90.0,99.0,2.0 PCS,180.0,"",150.0,""
SUNRISE MUSTARD GROUND 35 GM,,8901781001656,11.81,14.0,234.0 PCS,2901.72,"",15.0,""
SUNRISE PANCH PHORAN 20 GM,,8901781001021,7.62,10.0,83.0 PCS,632.46,"",10.0,""
SUNRISE PANEER BUTTER MASALA 50 GM,,8901781000727,39.62,50.0,22.0 PCS,871.64,"",52.0,""
SUNRISE PLAIN PAPAD 30 GM,,8901781002103,7.5,10.0,33.0 PCS,247.5,"",10.0,""
SUNRISE RED CHILLI 15 GM,,8901781001595,7.14,10.0,75.0 PCS,535.5,"",10.0,""
SUNRISE SAMBAR MASALA 50 GM,,8901781000772,36.0,40.0,16.0 PCS,576.0,"",42.0,""
SUNRISE SARSO BROWN 50 GM,,8901781002622,8.1,10.0,61.0 PCS,494.1,"",14.0,""
SUNRISE SARSO WHOLE 50 GM,,8901781002677,8.1,10.0,88.0 PCS,748.44,"",14.0,""
SUNRISE SHAHI GARAM MASALA 4 GM,,8901781000475,7.62,10.0,16.0 PCS,121.92,"",10.0,""
SUNSILK BLACK SHINE 180ML 180 ML,,8909106023758,161.02,199.0,1.0 PCS,161.02,"",209.0,""
SUNSILK BLACK SHINE 350 ML,,8909106023772,331.28,399.0,0.0 PCS,0.0,"",430.0,""
SUNSILK BLACK SHINE 360ML,,8901030832413,276.58,299.0,1.0 PCS,276.58,"",345.0,""
SUNSILK BLACK SHINE 650 ML,,8901030832161,744.22,749.0,7.0 PCS,5209.54,"",966.0,""
SUNSILK BLACK SHINE 80 ML 80 ML,,8901030827426,66.26,79.0,0.0 PCS,0.0,"",86.0,""
SUNSILK CONDITIONER 80 ML,,8901030873942,63.17,78.0,0.0 PCS,0.0,"",82.0,""
SUNSILK LSLY THIK & LONG 360 ML,,8901030832420,265.79,299.0,1.0 PCS,265.79,"",345.0,""
SUNSILK ONION&JOJOBA SHAMPOO 370 ML,,8901030876790,265.79,289.0,4.0 PCS,1063.16,"",345.0,""
SUNSILK RS 1 5ML,,8909106072305,0.76,1.0,121.0 PCS,91.96,"",1.0,""
SUNSILK SOFT & SMOOTH 80 ML,,8901030827440,70.0,75.0,5.0 PCS,350.0,"",79.0,""
SUNSILK THICK & LONG 80 ML,,8909106034150,46.75,60.0,5.0 PCS,233.75,"",86.0,""
SUNSILK THIK & LONG 650 ML,,8901030832154,679.51,749.0,4.0 PCS,2718.04,"",882.0,""
SUPER PLATINUM BLADE 5N,,4902430648660,38.2,50.0,7.0 PCS,267.4,"",55.0,""
SUPER PREMIUM DATES 1 KG,,"",1020.0,1200.0,149.0 PCS,151980.0,UNILEAVER,2200.0,""
SUPER PREMIUM DATES 1 KG,,"",1020.0,1200.0,0.15 PCS,153.0,"",2200.0,""
SURF EXCEL 1 KG 1 KG,,8909106025554,106.74,130.0,47.0 PCS,5919.8,"",138.0,""
SURF EXCEL 3KG 3 KG,,8909106011038,274.64,335.0,0.0 PCS,0.0,"",350.0,""
SURF EXCEL 500 GM,,8909106026346,62.5,65.85,308.0 PCS,22715.0,"",70.0,""
SURF EXCEL 5KG,,8909106007147,510.17,630.0,2.0 PCS,1204.0,"",750.0,""
SURF EXCEL BAR 20 145 GM,,8901030872976,15.69,20.0,0.0 PCS,0.0,"",20.0,""
SURF EXCEL BAR 250 GM,,8909106040670,30.6,38.0,8.0 PCS,244.8,"",39.0,""
SURF EXCEL BAR 84 GM,,8909106047242,7.78,10.0,545.0 PCS,4240.1,"",10.0,""
SURF EXCEL EASY WASH 7 KG,,8909106011045,719.0,760.0,1.0 PCS,719.0,"",1030.0,""
SURF EXCEL MATIC 1 KG,,8901030523861,211.86,249.0,0.0 PCS,0.0,"",270.0,""
SURF EXCEL MATIC 1 KG,,"",255.2,279.0,0.0 PCS,0.0,"",290.0,""
SURF EXCEL MATIC LIQUID 1L,,8909106051102,132.61,166.0,1.0 PCS,132.61,"",169.0,""
SURF EXCEL MATIC LIQUID FL 5 LTR,,8909106055476,750.0,800.0,1.0 PCS,750.0,"",858.0,""
SURF EXCEL MATIC LIQUID JAR 1L,,8901030992223,169.27,215.0,9.0 PCS,1797.65,"",225.0,""
SURF EXCEL MATIC LIQUID TL 2 LTR,,8909106050471,309.0,320.0,3.0 PCS,927.0,"",329.0,""
SURF EXCEL MATIC LIQUID TL 5 LTR,,8909106055469,650.0,690.0,2.0 PCS,1300.0,"",740.0,""
SURF EXCEL MATIC LIQUIOD POUCH 1 L,,8909106051096,116.92,145.0,2.0 PCS,233.84,"",149.0,""
SURF EXCEL MATIC POWDER 1 KG,,8901030816604,227.56,289.0,4.0 PCS,910.24,"",290.0,""
SURF EXCEL MATIC TOP LOAD 500 ML,,8901030695490,105.93,125.0,5.0 PCS,529.65,"",130.0,""
SURF EXCEL MINI 75 GM,,8909106071117,8.67,10.0,554.0 PCS,4803.18,"",10.0,""
SURF EXCEL QUICK WASH 500 GM,,8909106006485,90.24,112.0,0.0 PCS,0.0,"",115.0,""
SURFEXCEL LIQUID 1L 1L,,8901030725685,160.86,199.0,0.0 PCS,0.0,"",205.0,""
SURFEXCEL LIQUID 500ML 500 ML,,8901030732331,82.39,99.0,0.0 PCS,0.0,"",105.0,""
SURFEXCEL MATIC 1KG 1KG,,8901030523878,227.56,289.0,2.0 PCS,455.12,"",290.0,""
SURUCHI,,"",25.0,30.0,4.0 PCS,100.0,"",35.0,""
SUTLI 1 KG,,"",60.0,80.0,23.295 PCS,1397.7,"",100.0,""
SWAADITI MANGO PICKLE 200 GM,,"",30.95,35.0,257.0 PCS,7954.15,"",70.0,""
SWAADITI MIX PICKLE 200 GM,,"",38.1,50.0,4.0 PCS,152.4,"",70.0,""
SWACHH BRIGHT SCRUB 1 PC,,"",10.0,15.0,31.0 PCS,310.0,"",25.0,""
SWAD PAPAD 500 GM,,"",147.0,159.0,59.0 PCS,8673.0,"",175.0,""
SWASTIK JEERA RICE 26 KG,,"",1235.0,1300.0,0.0 PCS,0.0,"",1800.0,""
SWASTIK JEERA RICE LOOSE 1 KG,,"",47.5,50.0,152.15 PCS,7227.13,"",80.0,""
SWASTIK RICE 26 KG 26 KG,,"",1235.0,1280.0,10.0 PCS,12350.0,"",1700.0,""
SWASTIK RICE POWDER 200 GM,,"",22.0,25.0,10.0 PCS,220.0,"",30.0,""
SWASTIK RICE POWDER 500 GM,,"",38.0,45.0,32.0 PCS,1216.0,"",60.0,""
SWASTIK SONA RICE 26 KG,,"",1350.0,1490.0,28.0 PCS,37800.0,"",1800.0,""
SWASTIK SONA RICE LOOSE- 1 KG,,"",52.0,60.0,5.0 PCS,260.0,"",80.0,""
SWEET & SOUR 200B GM,,8906013811010,60.0,68.0,2.0 PCS,120.0,"",75.0,""
SWEET CORN 500 GM,,8908016891198,95.0,120.0,0.0 PCS,0.0,"",160.0,""
SWIS FRUIT CAKE,,"",24.6,29.0,96.0 PCS,2361.6,"",30.0,""
SWIS ROLL RED VELVET 150 GM,,8906005610416,70.37,82.0,6.0 PCS,422.22,"",90.0,""
SWISROLL REDVELVET STRAWBERRY 165 GM,,"",70.37,82.0,13.0 PCS,914.81,"",90.0,""
SWISS ROLL 25 GM,,"",7.11,9.8,167.0 PCS,1187.37,"",10.0,""
SWISS ROLL CHOCO VANILLA 25 GM,,8906005618603,8.75,10.0,-38.0 PCS,-332.5,"",10.0,""
SWISS TRUPELLO,,"",3.71,5.0,124.0 PCS,460.04,"",5.0,""
Sunsilk Black Shine Shampoo 80 ml,,8909106023741,39.74,50.0,-1.0 PCS,-41.73,"",54.0,""
T.C. BABY PANTS S54 54 N,,8901138837259,668.89,699.0,4.0 PCS,2675.56,"",899.0,""
T.E. FLAX SEEDS 250 GM,,8906172781001,100.0,109.0,5.0 PCS,500.0,"",149.0,""
T.G BLACK PAPPER CASHEWS 30 GM,,8908023404503,69.0,75.0,2.0 PCS,138.0,"",80.0,""
TAAZA TEA 250G 250 GM,,8901030456381,43.29,50.0,0.0 PCS,0.0,"",50.0,""
TANDOORI CHICKEN 50G 50 GM,,8901786170500,38.7,45.0,19.0 PCS,735.3,"",48.0,""
TANG LEMON FLAVOURED POUCH 500 GM,,7622202051609,129.87,145.0,4.0 PCS,519.48,"",150.0,""
TANG LEMON FLAVOURED POUCH 75 GM,,7622201763381,22.51,25.0,11.0 PCS,247.61,"",26.0,""
TANG MANGO FLAVOURED POUCH 500 GM,,7622202051623,129.87,145.0,0.0 PCS,0.0,"",150.0,""
TANG MANGO FLAVOURED POUCH 75 GM,,7622201763404,22.51,25.0,12.0 PCS,270.12,"",26.0,""
TANG ORANGE FLAVOURED POUCH 500GM,,7622202051647,129.87,145.0,4.0 PCS,519.48,"",150.0,""
TANG ORANGE FLAVOURED POUCH 75 GM,,7622201763367,22.51,25.0,3.0 PCS,67.53,"",26.0,""
TARAKNATH BREAD 1 PCT,,"",20.0,25.0,10.0 PCS,200.0,"",25.0,""
TARAKNATH BUISCUIT 130 GM,,...,25.0,28.0,26.0 PCS,650.0,"",30.0,""
TARAKNATH BUISCUIT 130 GM,,"",25.0,28.0,14.0 PCS,350.0,"",30.0,""
TARAKNATH BUN 1 PCT,,"",16.0,19.0,16.0 PCS,256.0,"",20.0,""
TARAKNATH CAKE,,"",16.0,20.0,7.0 PCS,112.0,"",20.0,""
TARAKNATH CAKE,,"",58.0,65.0,-1.0 PCS,-58.0,"",70.0,""
TARAKNATH CAKE  50/-,,"",45.0,50.0,-2.0 PCS,-90.0,"",60.0,""
TARAKNATH COOKIES,,"",65.0,70.0,2.0 PCS,130.0,"",80.0,""
TARAKNATH COOKIES,,"",48.0,55.0,42.0 PCS,2016.0,"",60.0,""
TARAKNATH DRY CAKE 1 PC,,"",25.0,28.0,6.0 PCS,150.0,"",30.0,""
TARAKNATH GELLY BUN,,"",39.0,45.0,-8.0 PCS,-312.0,"",50.0,""
TARAKNATH GEMROLL,,"",78.0,90.0,2.0 PCS,156.0,"",100.0,""
TARAKNATH MASALA BISCUIT,,"",39.0,45.0,19.0 PCS,741.0,"",50.0,""
TARAKNATH MILK CAKE,,"",48.0,55.0,21.0 PCS,1008.0,"",60.0,""
TARAKNATH MIX FRUIT CAKE,,"",60.0,65.0,3.0 PCS,180.0,"",70.0,""
TARAKNATH PETIS,,"",25.0,28.0,56.0 PCS,1400.0,"",30.0,""
TARAKNATH PREMIUM CAKE,,"",60.0,70.0,12.0 PCS,720.0,"",75.0,""
TARAKNATH PREMIUM COOKIES,,"",65.0,75.0,12.0 PCS,780.0,"",80.0,""
TARAKNATH PUFF,,"",25.0,28.0,21.0 PCS,525.0,"",30.0,""
TARAKNATH SLICE CAKE 10 PCS,,"",39.0,45.0,106.0 PCS,4134.0,"",50.0,""
TASTIES 200 GM,,8906033746132,41.0,43.0,12.0 PCS,492.0,"",45.0,""
TATA AGNI 1 KG,,8901052005086,184.0,195.0,24.0 PCS,4416.0,"",200.0,""
TATA AGNI ELAICHI 250 GM,,8901052006045,76.0,80.0,63.0 PCS,4788.0,"",85.0,""
TATA AGNI TEA 1 KG,,"",184.0,195.0,2.75 PCS,506.0,"",200.0,""
TATA AGNI TEA 1kg,,"",214.0,230.0,9.0 PCS,1926.0,"",235.0,""
TATA AGNI TEA 250 GM,,8901052005109,48.44,59.0,39.0 PCS,1889.16,"",60.0,""
TATA ALMONDS 200 GM,,8904043904627,215.0,249.0,40.0 PCS,8600.0,"",295.0,""
TATA ALMONDS 500 GM,,8904043904610,460.0,490.0,0.0 PCS,0.0,"",595.0,""
TATA BESAN 500 GM,,8904043926728,61.5,70.0,44.0 PCS,2706.0,"",80.0,""
TATA BLACK RAISINS 200 GM,,8904043906362,186.0,199.0,0.0 PCS,0.0,"",240.0,""
TATA BLACK SALT 70 GM,,8904043908120,8.0,10.0,22.0 PCS,176.0,"",10.0,""
TATA BROWN SUGAR 500 GM,,801541000739,95.0,99.0,24.0 PCS,2280.0,"",120.0,""
TATA CASHEW 200 GM,,8904043904641,238.0,270.0,14.0 PCS,3332.0,"",315.0,""
TATA CASHEW 500 GM 500 GM,,8904043904634,650.0,680.0,-1.0 PCS,-650.0,"",735.0,""
TATA CHANA DAL 500 GM,,8904043926629,56.0,60.0,38.0 PCS,2128.0,"",75.0,""
TATA CHILLI 500 GM,,8904043927473,190.0,230.0,15.0 PCS,2850.0,"",278.0,""
TATA CHILLI POWDER 100 GM,,8904043927152,45.5,49.0,30.0 PCS,1365.0,"",62.0,""
TATA CHOCO WAFERS 50 GM,,8906113491594,19.75,25.0,96.0 PCS,1896.0,"",50.0,""
TATA COFFEE 3.2 GM,,"",9.0,10.0,157.0 PCS,1413.0,"",10.0,""
TATA COFFEE MINI,,8901090322077,1.75,2.0,319.0 PCS,558.25,"",2.0,""
TATA COLD COFFE 200 ML,,8903754000826,54.0,65.0,6.0 PCS,324.0,"",70.0,""
TATA COLD PRESSED MUSTARD OIL 1 LTR,,8904043906942,299.0,330.0,8.0 PCS,2392.0,"",399.0,""
TATA COOKING SODA 10 GM,,8904043905389,8.0,10.0,30.0 PCS,240.0,"",10.0,""
TATA CORIANDER POWDER 100 GM,,8904043927190,30.0,37.0,9.0 PCS,270.0,"",43.0,""
TATA CORNFLAKES 260 GM,,8906113491334,100.0,110.0,0.0 PCS,0.0,"",120.0,""
TATA FLAX SEEDS 200 GM,,8904043906607,97.0,110.0,10.0 PCS,970.0,"",121.0,""
TATA GARAM MASALA 100 GM,,8904043927015,80.0,90.0,20.0 PCS,1600.0,"",105.0,""
TATA GARAM MASALA 45 GM,,8904043926360,40.5,45.0,-1.0 PCS,-40.5,"",55.0,""
TATA GLUCO+ 180 ML,,8903754303057,7.92,10.0,261.0 PCS,2067.12,"",10.0,""
TATA GRAND COFFEE 3.2 GM,,8901090322091,8.5,10.0,-30.0 PCS,-255.0,"",10.0,""
TATA GRAND COFFEE PREMIUM 45 GM,,8901090326723,197.0,210.0,12.0 PCS,2364.0,"",218.0,""
TATA GREEN MOONG 500 GM,,8904043926421,73.5,80.0,22.0 PCS,1617.0,"",90.0,""
TATA HALDI POWDER 100 GM,,8904043927176,31.0,39.0,75.0 PCS,2325.0,"",48.0,""
TATA JEERA POWDER 100 GM,,8904043901855,55.0,65.0,121.0 PCS,6655.0,"",91.0,""
TATA KABULI CHANA 500 GM,,8904043926704,78.5,90.0,42.0 PCS,3297.0,"",114.0,""
TATA KALA CHANA 500 GM,,8904043926308,52.5,65.0,71.0 PCS,3727.5,"",79.0,""
TATA KALMI DATES 500 GM,,8904043908038,480.0,500.0,9.0 PCS,4320.0,"",660.0,""
TATA MAKHANA 200 GM,,8904043906522,330.0,360.0,21.0 PCS,6930.0,"",520.0,""
TATA MASALA NOODLES,,8901595873616,4.16,5.0,116.0 PCS,482.56,"",5.0,""
TATA MASALA OATS 33 GM,,8901052009084,13.0,15.0,63.0 PCS,819.0,"",15.0,""
TATA MASOOR DAL 1 KG,,8904043926650,106.0,130.0,41.0 PCS,4346.0,"",164.0,""
TATA MEAT MASALA 45 GM,,8904043926377,37.0,45.0,37.0 PCS,1369.0,"",50.0,""
TATA MOONG DAL 500 GM,,8904043926322,75.0,85.0,104.0 PCS,7800.0,"",107.0,""
TATA MOONG DAL CHAILKA,,8904043926520,72.5,80.0,40.0 PCS,2900.0,"",94.0,""
TATA PINK SALT 1 KG,,8904043905457,55.0,60.0,14.0 PCS,770.0,"",65.0,""
TATA PISTACHIOS 200 GM,,8904043904665,285.0,315.0,27.0 PCS,7695.0,"",395.0,""
TATA POHA 500 GM,,8904043904597,46.0,55.0,20.0 PCS,920.0,"",67.0,""
TATA POSTO 50 GM,,8904043908229,101.0,115.0,51.0 PCS,5151.0,"",135.0,""
TATA RAISINS 500 GM,,8904043904696,295.0,320.0,7.0 PCS,2065.0,"",360.0,""
TATA RAJMA (CHITRA) 500 GM,,8904043926681,75.5,85.0,35.0 PCS,2642.5,"",106.0,""
TATA ROCK SALT 1 KG,,8904043926612,79.0,92.0,28.0 PCS,2212.0,"",99.0,""
TATA ROCK SALT 500 GM,,8904043926605,56.0,60.0,23.0 PCS,1288.0,"",65.0,""
TATA ROCK SALT 80 GM,,8904043908090,7.92,10.0,55.0 PCS,435.6,"",10.0,""
TATA RUSK ELAICHI 183 GM,,8906113491662,34.69,38.0,66.0 PCS,2289.54,"",40.0,""
TATA SALT 970 GM,,8901052008582,24.03,28.0,6.0 PCS,144.18,"",30.0,""
TATA SALT LITE 1 KG,,8904043901077,42.0,47.0,60.0 PCS,2520.0,"",50.0,""
TATA SAMPANN RAISINS 200 GM,,8904043904702,143.0,160.0,24.0 PCS,3432.0,"",189.0,""
TATA SOULFULL RUSK 183 GM,,8901052011940,34.69,38.0,101.0 PCS,3503.69,"",40.0,""
TATA TAMOTO KETCUP 90 GM,,8901595863020,13.0,15.0,92.0 PCS,1196.0,"",15.0,""
TATA TEA GOLD 250 GM,,8901052000807,107.0,129.0,53.0 PCS,5671.0,"",145.0,""
TATA TEA GOLD 500 GM,,8901052000906,260.0,270.0,6.0 PCS,1560.0,"",280.0,""
TATA TEA PRIM 250 GM,,8901052010196,91.25,102.0,21.0 PCS,1916.25,"",125.0,""
TATA TOOR DAL 500 GM,,8904043926223,73.0,85.0,76.0 PCS,5548.0,"",106.0,""
TATA TULSI GREEN TEA 100 GM,,"",242.0,260.0,1.0 PCS,242.0,"",280.0,""
TATA TULSI LEMON G G TEA 45 GM,,801541508419,185.0,199.0,-1.0 PCS,-185.0,"",225.0,""
TATA TURMERIC POWDER 500 GM,,8904043927480,155.0,170.0,3.0 PCS,465.0,"",235.0,""
TATA VERMICELLI 75 GM,,8901052010288,8.5,10.0,171.0 PCS,1453.5,"",10.0,""
TATA WALNUTS 200 GM,,8904043906560,445.0,470.0,21.0 PCS,9345.0,"",565.0,""
TEA COOKIES 200 GM,,8904365700617,50.0,60.0,0.0 PCS,0.0,"",65.0,""
TEA LOOSE 1 KG,,No.123456,180.0,199.0,-8.9 PCS,-1602.0,"",250.0,""
TEA LOOSE 250 GM,,No.7005012,45.0,50.0,50.0 PCS,2250.0,"",60.0,""
TEA LOOSE 250 GM,,"",45.0,52.0,-12.5 PCS,-562.5,"",60.0,""
TEA LOOSE 500 GM,,No.700513,90.0,100.0,50.0 PCS,4500.0,"",125.0,""
TEA LOOSE 500 GM,,"",90.0,102.0,-2.5 PCS,-225.0,"",125.0,""
TEA LOOSE NEW 1 KG,,"",180.0,200.0,10004.29 PCS,1800772.2,"",250.0,""
TEA MASALA 50GM,,8901786020508,55.5,60.0,5.0 PCS,277.5,"",69.0,""
TEA TIME COOKOES 60GM,,8904132974135,8.08,10.0,58.0 PCS,468.64,"",10.0,""
TEDDY L 28N,,8906008235661,310.0,349.0,1.0 PCS,310.0,"",399.0,""
TEDDY M 32 32 PANTS,,8906008235654,238.38,279.0,3.0 PCS,715.14,"",399.0,""
TEDDY M 50 50 PANTS,,8906008234725,358.38,429.0,1.0 PCS,358.38,"",599.0,""
TEDDY M 74 74 PANTS,,8906008234961,597.56,749.0,3.0 PCS,1792.68,"",999.0,""
TEDDY S 40 40 PANTS,,8906008235647,238.69,289.0,5.0 PCS,1193.45,"",399.0,""
TEDDY S 78 78 PANTS,,8906008234954,597.56,749.0,3.0 PCS,1792.68,"",999.0,""
TEDDY XL 24 24 PANTS,,8906008235678,238.69,289.0,0.0 PCS,0.0,"",399.0,""
TEDDYY 42 N,,8906008234732,379.0,429.0,0.0 PCS,0.0,"",599.0,""
TEE LOOS 1KG,,"",180.0,208.0,30.0 PCS,5400.0,"",250.0,""
TEEKHA MEETHA 150G 150 GM,,8904063253774,31.0,39.0,11.0 PCS,341.0,"",38.0,""
TETLEY BEAUTY CARE 10 UNITS,,8901052008858,71.0,76.0,3.0 PCS,213.0,"",80.0,""
TETLEY BEAUTY CARE 25 TAB,,"",155.0,169.0,1.0 PCS,155.0,"",185.0,""
TETLEY GREEN TEA 10 TAB,,8901052087785,61.0,66.0,2.0 PCS,122.0,"",70.0,""
TETLEY GREEN TEA 100GM 100GM,,8901052087808,132.0,149.0,2.0 PCS,264.0,"",165.0,""
TETLEY GREEN TEA BAGS 25 TAB,,8901052022113,148.0,169.0,2.0 PCS,296.0,"",175.0,""
THAI CHEW CANDY 1N,,"",150.0,160.0,-6.0 PCS,-900.0,"",200.0,""
THAI CHEW CANDY 1N,,6972885411858,110.0,160.0,15.0 PCS,1650.0,"",200.0,""
THE MAN PRIVILEGE 150 ML,,8907367033745,97.13,199.0,9.0 PCS,874.17,"",299.0,""
THE TOP 200 GM,,8901928222401,22.96,26.0,-12.0 PCS,-275.52,"",27.0,""
THEKUA 200 GM,,"",55.0,69.0,0.0 PCS,0.0,"",99.0,""
THIN ARROWROOT 67GM,,8901063138407,7.73,10.0,0.0 PCS,0.0,"",10.0,""
THUMS X-FORCE 400 ML,,8901764972041,17.92,20.0,8.0 PCS,143.36,"",20.0,""
THUMSUP 2.25 LTR,,8901764042904,91.11,97.0,3.0 PCS,273.33,"",100.0,""
THUMSUP 250 ML,,8901764042911,17.5,20.0,13.0 PCS,227.5,"",20.0,""
THUMSUP 750 ML,,8901764042270,36.67,39.0,13.0 PCS,476.71,"",40.0,""
TIDE  NATURALAS 500 GM,,4902430907712,38.0,42.0,6.0 PCS,228.0,"",45.0,""
TIDE BLUE BAR 160 GM,,4987176332691,7.78,10.0,94.0 PCS,731.32,"",10.0,""
TIDE DETERGENT 5KG 5KG,,4987176373366,490.41,580.0,8.0 PCS,3923.28,"",625.0,""
TIDE DETERGENT 75 GM,,4987176167064,6.22,10.0,36.0 PCS,223.92,"",10.0,""
TIDE DOUBLE POWER 1KG,,4987176115065,85.14,105.0,0.0 PCS,0.0,"",110.0,""
